,rowID,file_path,pdf_page_number,scraped_table_number,pdf_table_number,genus_name,species_name,seed_type,seed_source,medium,pregermination_treatment_time_minutes,pregermination_treatment_hot_water_soak_C,pretreatment,stratification_temp_C,warm_stratification_days,cold_stratification_days,dailyl_light_hours,day_temp_celsius,night_temp_celsius,dark_range,test_duration_in_days,germination_time_days,total_germination_percent,avg_germination_percent,samples,germination_rate,avg_germinative_energy_percent,germinative_energy_percent,avg_germinative_capacity,germinative_capacity,percent_germination_15degC_incubated,percent_germination_20degC_incubated,genus_ID,pretreatmentFeces,pretreatmentChill,pretreatmentChillDuration,pretreatmentScarifType,pretreatmentScarifTypeGen
314,314,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-31-40.zip (Unzipped Files)\germination_germination_table-3.csv,1038,3,1,Sequoiadendron,giganteum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,24,5,5,#N/A,32,#N/A,#N/A,4.1,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,#N/A,N,#N/A,#N/A,#N/A
315,315,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-31-40.zip (Unzipped Files)\germination_germination_table-3.csv,1038,3,1,Sequoiadendron,giganteum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,24,20,20,#N/A,32,#N/A,#N/A,40.9,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,#N/A,N,#N/A,#N/A,#N/A
316,316,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-31-40.zip (Unzipped Files)\germination_germination_table-3.csv,1038,3,1,Sequoiadendron,giganteum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,24,30,30,#N/A,32,#N/A,#N/A,5.6,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,#N/A,N,#N/A,#N/A,#N/A
317,317,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-31-40.zip (Unzipped Files)\germination_germination_table-3.csv,1038,3,1,Sequoiadendron,giganteum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28,#N/A,30,20,#N/A,28,#N/A,#N/A,38.5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,#N/A,N,#N/A,#N/A,#N/A
318,318,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-31-40.zip (Unzipped Files)\germination_germination_table-3.csv,1038,3,1,Sequoiadendron,giganteum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,30,20,#N/A,28,#N/A,#N/A,30.3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,#N/A,N,#N/A,#N/A,#N/A
319,319,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-81-90.zip (Unzipped Files)\germination_germination_table-4.csv,1091,4,2,Taxodium,ascendens,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,30,8,#N/A,#N/A,#N/A,#N/A,#N/A,76,#N/A,93,#N/A,#N/A,32,#N/A,N,#N/A,#N/A,#N/A
320,320,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\1000+\wo_ah727-19-1203-1001-1100-81-90.zip (Unzipped Files)\germination_germination_table-4.csv,1091,4,2,Taxodium,distichum,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,30,17,#N/A,#N/A,#N/A,#N/A,#N/A,67,#N/A,74,#N/A,#N/A,32,#N/A,N,#N/A,#N/A,#N/A
321,321,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,alpinum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,80,#N/A,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
322,322,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,americanum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90 to 120,#N/A,68,#N/A,39,#N/A,#N/A,#N/A,#N/A,76,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
323,323,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,aureum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,#N/A,60,#N/A,19,#N/A,#N/A,#N/A,#N/A,63,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
324,324,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,aureum var. villosum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,#N/A,94,#N/A,3,#N/A,#N/A,#N/A,#N/A,98,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
325,325,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,cereum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120 to 150,#N/A,61,#N/A,61,#N/A,#N/A,#N/A,#N/A,72,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
326,326,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,cynosbati,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90 to 150,#N/A,69,#N/A,19,#N/A,#N/A,#N/A,#N/A,72,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
327,327,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,hudsonianum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NP,#N/A,57,#N/A,116,#N/A,#N/A,#N/A,#N/A,85,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
328,328,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,hudsonianum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90 to 120,#N/A,69,#N/A,42,#N/A,#N/A,#N/A,#N/A,76,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
329,329,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,inerme,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120 to 200,#N/A,60,#N/A,54,#N/A,#N/A,#N/A,#N/A,74,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
330,330,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,lacustre,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120 to 200,#N/A,48,#N/A,64,#N/A,#N/A,#N/A,#N/A,61,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
331,331,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,missouriense,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,73,#N/A,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
332,332,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,montigenum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200 to 300,#N/A,53,#N/A,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
333,333,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,montigenum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120 to 150,#N/A,8,#N/A,15,#N/A,#N/A,#N/A,#N/A,33,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
334,334,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,nevadense,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,#N/A,78,#N/A,43,#N/A,#N/A,#N/A,#N/A,87,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
335,335,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,oxyacanthoides ssp. irriguum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
336,336,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,roezlii,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 to 150,#N/A,80,#N/A,200,#N/A,#N/A,#N/A,#N/A,87,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
337,337,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,rotundifolium,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,80,#N/A,10,#N/A,#N/A,#N/A,#N/A,81,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
338,338,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,sanguineum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 to 140,#N/A,61,#N/A,55,#N/A,#N/A,#N/A,#N/A,64,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
339,339,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-61-70.zip (Unzipped Files)\germination_germination_table-1.csv,966,1,6,Ribes,viscosissimum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,#N/A,58,#N/A,88,#N/A,#N/A,#N/A,#N/A,67,#N/A,#N/A,33,#N/A,N,#N/A,#N/A,#N/A
340,340,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69 (18 to 94),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
341,341,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93 (84 to 96),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
342,342,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60 (40 to 88),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
343,343,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus 'Glen Cova',#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
344,344,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus 'Glen Cova',#N/A,#N/A,#N/A,#N/A,#N/A,No stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
345,345,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus 'Glen Cova',#N/A,#N/A,#N/A,#N/A,#N/A,Stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
346,346,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
347,347,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Bear feces,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,Bear feces,N,#N/A,#N/A,#N/A
348,348,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Acid scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,Acid scarification,Chemical
349,349,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,No scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,No scarification
350,350,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Coyote feces,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,Coyote feces,N,#N/A,#N/A,#N/A
351,351,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Acid scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,Acid scarification,Chemical
352,352,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,No scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,No scarification
353,353,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Fresh seed,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
354,354,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,Acid scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,Acid scarification,Chemical
355,355,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,idaeus,#N/A,#N/A,#N/A,#N/A,#N/A,No scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,No scarification
356,356,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
357,357,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Fresh seed,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
358,358,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Acid scarification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,Acid scarification,Chemical
359,359,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Scarification & 2 month stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,Y,60.8334,Acid scarification,Chemical
360,360,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Scarification & 4 month stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,Y,121.667,Acid scarification,Chemical
361,361,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Scarification & 6 month stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,Y,182.5,Acid scarification,Chemical
362,362,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Bird feces,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,Bird feces,N,#N/A,#N/A,#N/A
363,363,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,No stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,N,#N/A,#N/A,#N/A
364,364,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,4 month stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,Y,121.667,#N/A,#N/A
365,365,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,6 month stratification,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,#N/A,Y,182.5,#N/A,#N/A
366,366,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\900-1000\wo_ah727-19-1203-901-1000-81-90.zip (Unzipped Files)\germination_table-5.csv,993,5,6,Rubus,spectabilis,#N/A,#N/A,#N/A,#N/A,#N/A,Coyote feces,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,Coyote feces,N,#N/A,#N/A,#N/A
