datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemical.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,0,24,NA,NA,NA,NA,NA,Y,hot.water.10min,Y,tap.water,120,N,germ.days,19.505,NA,1.599,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,0,24,NA,NA,NA,NA,NA,Y,hot.water.20min,Y,tap.water,120,N,germ.days,20.378,NA,1.526,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,0,24,NA,NA,NA,NA,NA,Y,hot.water.30min,Y,tap.water,120,N,germ.days,19.796,NA,1.599,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,30,24,NA,NA,NA,NA,NA,Y,hot.water.0min,Y,tap.water,120,N,germ.days,20.814,NA,1.744,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,30,24,NA,NA,NA,NA,NA,Y,hot.water.10min,Y,tap.water,120,N,germ.days,19.941,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,30,24,NA,NA,NA,NA,NA,Y,hot.water.20min,Y,tap.water,120,N,germ.days,20.378,NA,1.599,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,30,24,NA,NA,NA,NA,NA,Y,hot.water.30min,Y,tap.water,120,N,germ.days,19.142,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,60,24,NA,NA,NA,NA,NA,Y,hot.water.0min,Y,tap.water,120,N,germ.days,20.668,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,60,24,NA,NA,NA,NA,NA,Y,hot.water.10min,Y,tap.water,120,N,germ.days,16.961,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,60,24,NA,NA,NA,NA,NA,Y,hot.water.20min,Y,tap.water,120,N,germ.days,16.379,NA,1.818,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,60,24,NA,NA,NA,NA,NA,Y,hot.water.30min,Y,tap.water,120,N,germ.days,16.67,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,90,24,NA,NA,NA,NA,NA,Y,hot.water.0min,Y,tap.water,120,N,germ.days,16.307,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,90,24,NA,NA,NA,NA,NA,Y,hot.water.10min,Y,tap.water,120,N,germ.days,14.344,NA,1.672,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,90,24,NA,NA,NA,NA,NA,Y,hot.water.20min,Y,tap.water,120,N,germ.days,12.818,NA,1.526,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.hotwater,4-5,90,24,NA,NA,NA,NA,NA,Y,hot.water.30min,Y,tap.water,120,N,germ.days,13.472,NA,1.599,3,50,63,end of treatment,1a,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,0,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.0min,Y,tap.water,120,N,germ.days,21.25,NA,1.599,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,0,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.10min,Y,tap.water,120,N,germ.days,20.159,NA,1.454,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,0,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.20min,Y,tap.water,120,N,germ.days,20.305,NA,1.526,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,0,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.30min,Y,tap.water,120,N,germ.days,20.741,NA,1.745,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,30,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.0min,Y,tap.water,120,N,germ.days,19.796,NA,1.745,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,30,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.10min,Y,tap.water,120,N,germ.days,19.214,NA,1.454,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,30,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.20min,Y,tap.water,120,N,germ.days,19.142,NA,1.454,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,30,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.30min,Y,tap.water,120,N,germ.days,18.778,NA,1.527,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,60,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.0min,Y,tap.water,120,N,germ.days,21.032,NA,1.381,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,60,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.10min,Y,tap.water,120,N,germ.days,19.069,NA,1.745,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,60,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.20min,Y,tap.water,120,N,germ.days,16.743,NA,1.454,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,60,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.30min,Y,tap.water,120,N,germ.days,17.543,NA,1.453,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,90,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.0min,Y,tap.water,120,N,germ.days,16.307,NA,1.526,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,90,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.10min,Y,tap.water,120,N,germ.days,16.016,NA,1.745,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,90,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.20min,Y,tap.water,120,N,germ.days,15.58,NA,1.454,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.H2SO4,4-5,90,24,NA,NA,NA,NA,NA,Y,H2SO4.98per.30min,Y,tap.water,120,N,germ.days,16.961,NA,1.381,3,50,63,end of treatment,1b,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,0,24,NA,NA,GA3,0,NA,N,NA,Y,tap.water,120,N,germ.days,20.412,NA,1.849,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,0,24,NA,NA,GA3,500,NA,N,NA,Y,tap.water,120,N,germ.days,21.107,NA,1.731,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,0,24,NA,NA,GA3,1000,NA,N,NA,Y,tap.water,120,N,germ.days,20.674,NA,1.659,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,0,24,NA,NA,GA3,2000,NA,N,NA,Y,tap.water,120,N,germ.days,20.025,NA,1.659,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,30,24,NA,NA,GA3,0,NA,N,NA,Y,tap.water,120,N,germ.days,21.179,NA,1.659,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,30,24,NA,NA,GA3,500,NA,N,NA,Y,tap.water,120,N,germ.days,17.572,NA,1.876,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,30,24,NA,NA,GA3,1000,NA,N,NA,Y,tap.water,120,N,germ.days,16.634,NA,1.587,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,30,24,NA,NA,GA3,2000,NA,N,NA,Y,tap.water,120,N,germ.days,16.706,NA,1.731,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,60,24,NA,NA,GA3,0,NA,N,NA,Y,tap.water,120,N,germ.days,20.458,NA,1.659,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,60,24,NA,NA,GA3,500,NA,N,NA,Y,tap.water,120,N,germ.days,15.624,NA,1.659,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,60,24,NA,NA,GA3,1000,NA,N,NA,Y,tap.water,120,N,germ.days,12.377,NA,1.587,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,60,24,NA,NA,GA3,2000,NA,N,NA,Y,tap.water,120,N,germ.days,13.099,NA,1.587,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,90,24,NA,NA,GA3,0,NA,N,NA,Y,tap.water,120,N,germ.days,16.345,NA,1.732,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,90,24,NA,NA,GA3,500,NA,N,NA,Y,tap.water,120,N,germ.days,17.716,NA,1.587,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,90,24,NA,NA,GA3,1000,NA,N,NA,Y,tap.water,120,N,germ.days,11.151,NA,1.515,3,50,63,end of treatment,1c,
al-absi10,exp1,JN,Prunus,mahaleb,NA,Y,N,"Al-Hassan Agricultural Station, Tafila, Jordan",NA,NA,900,Asia,NA,2003,2004,NA,NA,NA,NA,stratification.GA,4-5,90,24,NA,NA,GA3,2000,NA,N,NA,Y,tap.water,120,N,germ.days,12.233,NA,1.659,3,50,63,end of treatment,1c,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.0weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.0weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.0weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.0weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.1week,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.1week,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.1week,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.1week,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,7.411,SE,3.747,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.2weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.2weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.2weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,42.504,SE,5.963,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.2weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,51.363,SE,2.555,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.3weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,0.767,SE,0,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.3weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,8.092,SE,4.77,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.3weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,50.852,SE,2.896,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.3weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,63.118,SE,2.044,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.4weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,1.789,SE,1.022,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.4weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,28.535,SE,5.111,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.4weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,56.133,SE,5.962,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.4weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,66.354,SE,2.556,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.5weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,10.477,SE,8.348,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.5weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,45.911,SE,6.985,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.5weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,62.266,SE,3.918,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.5weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,71.124,SE,4.43,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.6weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,20.358,SE,13.969,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.6weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,56.133,SE,5.792,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.6weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,65.332,SE,5.963,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.6weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,72.828,SE,3.748,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,control,0,NA,30/20,incubate.7weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,34.327,SE,12.266,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,30.41666667,30/20,incubate.7weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,66.525,SE,2.044,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,91.25,30/20,incubate.7weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,68.739,SE,4.089,4,50,84,end of treatment,2,
chien09,exp1,JN,Trema,cannabina,NA,Y,N,"Shitu, Taipei county, northern Taiwan",24.8667,121.75,NA,Asia,NA,2002,NA,"cold, dry",NA,NA,4,stratification,4,152.0833333,30/20,incubate.7weeks,12,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,72.828,SE,1.022,4,50,84,end of treatment,2,
