Species,Flowering,Fruit.ripening,Seed.dispersal,pdf.table.number,pdf_page_number,genus.name,Color.of.ripe.fruit,Height.of.mature.trees..m.,Year.first.cultivated,Location,Color.of.ripe.fruits,Fruit.drop,Location..altitude,Location..elevation,Height.at.maturity..m.,Growth.habit..maximum.height,Flower.color,Flowering.habit,Dispersal,Cone.ripening,Seed.ripening..dispersal,Origin,Color.of.ripe.fruit.1,Seed.size..mm.,Diam.of.ripe.fruit..mm.,Cleaned...kg.,seeds.wt...lb.,Fruit..seed.ripening,Location..elevation..m.,Tree.ht..m.,Age..yrs.,Interval..yrs.
camtschaticum,May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very small shrub; to 0.2 m,Reddish purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canadense,Apr,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,Much branched shrub; to 0.9 m,"Rose-purple, white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canescens,Apr-May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sparingly branched shrub; to 4.6 m,"Pink, white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cumberlandense,June-July,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low and twiggy, often stoloniferous shrub; to 2.4 m but rarely over 1.8 m","Yellow, orange, scarlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flammeum,May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mounding form; to 2.5 m,"Scarlet, orange, yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lapponicum,Apr,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dwarf, procumbent shrub; to 0.3 m",Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oblongifolium,June,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upright, somewhat stoloniferous shrub; to 1.8 m","White, pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
occidentale,Apr-Aug,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded, occasionally upright or low shrub; to 1.0-4.6 m","White, pink, pale yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
periclymenoides,May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Usually tall, vigorous and much- branched shrub; to 2.7 m & up to 4.5 m in wild","Pale pink, rose, reddish, white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prinophyllum,May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upright, well branched shrub; to 2.5 m","Pink, white, rosy red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prunifolium,July-Aug,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tall, rounded-topped; up to 3.6 or 5.5 m in wild","Yellow, orange, scarlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vaseyi,Apr-May,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upright shrub to 3.6 m,"White, pink, crimson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
viscosum,July-Oct,NA,NA,3,946,Rhododendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Form various: large & upright to dwarf, small tree; from 3-6 m, rounded or straggly shrub, stoloniferous form to 4.6 m","White, pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alnifolia,May-June,July-Aug,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. semiintegrifolia,Apr,Aug,NA,2,246,Amelanchier,NA,NA,NA,Oregon (520 m),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. semiintegrifolia,May,NA,NA,2,246,Amelanchier,NA,NA,NA,"Oregon (1,310 m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. semiintegrifolia,May,Aug,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arborea,Mar-June,June-Aug,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canadensis,Mar-April,May-June,NA,2,246,Amelanchier,NA,NA,NA,Carolinas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canadensis,May,June,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laevis,Mar-June,June-Aug,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanguinea,May-June,July-Sept,NA,2,246,Amelanchier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
americana,Mar-May,July-Sept,NA,2,435,Corylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
avellana,Feb-Apr,Sept-Oct,NA,2,435,Corylus,NA,NA,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cornuta,Jan-Feb,Aug-Sept,NA,2,435,Corylus,NA,NA,NA,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. california,Jan-Feb,Sept-Oct,NA,2,435,Corylus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alleghaniensis,Apr-May,Aug-Oct,Sept-Spring,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
davurica,May,Oct,NA,2,305,Betula,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenta,Apr-May,Aug-Sept,Sept-Nov,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nana,June-Aug,Aug-Oct,Sept-Mar,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nigra,Apr-May,May-June,May-June,2,305,Betula,NA,NA,NA,N part of range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
papyrifera,Apr-June,Aug-Sept,Aug-Spring,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pendula,Apr-June,July-Aug,July-Sept,2,305,Betula,NA,NA,NA,Russia & Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
populifolia,Apr-May,Sept-Oct,Oct to mid-winter,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pubescens,May-June,Aug-Sept,Fall-Winter,2,305,Betula,NA,NA,NA,Germany & Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pumlia,May-June,Sept-Oct,Oct-Mar,2,305,Betula,NA,NA,NA,Mid-range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alata,May-June,Sept-Oct,NA,3,515,Euonymus,NA,NA,NA,New England & Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
americana,May-June,Sept-Oct,NA,3,515,Euonymus,NA,NA,NA,Carolinas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atropurpurea,May-June,Sept-Oct,NA,3,515,Euonymus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bungeana,June,Sept-Oct,NA,3,515,Euonymus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
europaea,May-June,Aug-Nov,NA,3,515,Euonymus,NA,NA,NA,NE US & Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hamiltoniana ssp. maackii,June,Oct,NA,3,515,Euonymus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
obovata,April-June,Aug-Oct,NA,3,515,Euonymus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verrucosa,May-June,Aug-Oct,NA,3,515,Euonymus,NA,NA,NA,NE US & Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
californica,Apr-Sept,Sept-Oct,Nov & Dec,2,221,Aesculus,NA,NA,NA,S California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flava,Apr-June,Sept,Sept,2,221,Aesculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glabra,Mar-May,Sept-mid-Oct,Early Sept-late Oct,2,221,Aesculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. arguta,Mar-Apr,May-June,NA,2,221,Aesculus,NA,NA,NA,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. arguta,May,Sept-Oct,Sept-Oct,2,221,Aesculus,NA,NA,NA,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hippocastanum,Late Apr-early June,Mid-Sept-early Oct,Mid-Sept-mid-Oct,2,221,Aesculus,NA,NA,NA,Europe & NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parviflora,July-Aug,Oct-Nov,Oct-Nov,2,221,Aesculus,NA,NA,NA,"SW Georgia, Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pavia,Mar-Apr,Sept-Oct,Sept-Nov,2,221,Aesculus,NA,NA,NA,South part of range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pavia,May-June,Sept-Oct,Sept-Nov,2,221,Aesculus,NA,NA,NA,North part of range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sylvatica,Apr-May,July-Aug,July-Aug,2,221,Aesculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sylvatica,May,Sept-Oct,Sept-Oct,2,221,Aesculus,NA,NA,NA,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
betulus caroliniana,Apr-May Mar-June,Aug-Nov Aug-Oct,Nov-spring Nov-spring,2,330,Carpinus,NA,NA,NA,Europe & NE US NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laevigata,Apr-May,Sept-Oct,Oct-Dec,2,366,Celtis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laevigata var. reticulata,Mar-Apr,Late fall,Fall-winter,2,366,Celtis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
occidentalis,Apr-May,Sept-Oct,Oct-winter,2,366,Celtis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
americana,Apr-May,Oct-Nov,Sept-Dec,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caroliniana,Feb-Mar,Aug-Oct,NA,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dipetala,Apr-May,July-Sept,NA,2,538,Fraxinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,Perfect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
excelsion,Apr-May,Aug-Sept,Winter-early spring,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygamous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
latifolia,Apr-May,Aug-Sept,Sept-Oct,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nigra,May-June,June-Sept,July-Oct,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygamous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ornus,May-June,NA,NA,2,538,Fraxinus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,Polygamous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pennsylvanica,Mar-May,Sept-Oct,Oct-spring,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
profunda,Apr-May,Sept-Oct,Oct-Dec,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quadrangulata,Mar-Apr,June-Oct,NA,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uhdei,Mar-May,July-Sept,July-Sept,2,538,Fraxinus,NA,NA,NA,Hawaii,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uhdei,Nov-Jan,Aug,NA,2,538,Fraxinus,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
velutina,Mar-Apr,Sept,NA,2,538,Fraxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
auriculiformis,Mar-Apr,Jun-Jul,NA,2,201,Acacia,NA,NA,NA,Florida,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
decurrens,Feb-Mar,NA,NA,2,201,Acacia,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
farnesiana,Nov-Feb,Mar-Sep,NA,2,201,Acacia,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koa,Jan-Jul,Jun-Jul,NA,2,201,Acacia,NA,NA,NA,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,Feb; ;Jun-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mangium,Mar-Apr,NA,NA,2,201,Acacia,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,May-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mearnsii,Jun & later,Jun-Oct,NA,2,201,Acacia,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,Jun-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanoxylon,Feb-Jun May-Jun,Jul-Nov,NA,2,201,Acacia,NA,NA,NA,California Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,Jul-Dec or later,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nilotica,Almost continuously,All year,NA,2,201,Acacia,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,All year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
julibrissin,June-Aug,Sept-Nov,Sept-Nov,2,228,Albizia,NA,NA,NA,S US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lebbeck,Apr-Sept,year,All year,2,228,Albizia,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
procera,Aug-Sept,Jan-June,All year,2,228,Albizia,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saman,Spring-fall,Fall-spring,All year,2,228,Albizia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
albicaulis,July,NA,Not shed,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aristata,July-Aug,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arizonica,May,NA,Oct,3,823,Pinus,NA,NA,NA,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
armandii,Apr-May,NA,Aug-Sept,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
attenuata,Apr,NA,Closed cone,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balfouriana,July-Aug,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
banksiana,May-June,NA,Sept§,3,823,Pinus,NA,NA,NA,Great Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brutia,Mar-May,NA,Closed conet,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canariensis,Apr-May,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caribaea,Jan-Feb,NA,Sept,3,823,Pinus,NA,NA,NA,Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,July-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cembra,May,NA,Not shedt,3,823,Pinus,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cembroides,May-June,NA,Nov-Dec,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clausa,Sept-Dec,NA,Sept§,3,823,Pinus,NA,NA,NA,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contorta,NA,NA,NA,3,823,Pinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. contorta,May-June,NA,Fall§,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. latifolia,June-July,NA,Sept-Oct §,3,823,Pinus,NA,NA,NA,Rocky Mtns,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. murrayana,May-June,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coulteri,May-June,NA,Octê,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
densiflora,Apr,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
echinata,Mar-Apr,NA,Oct-Nov,3,823,Pinus,NA,NA,NA,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
edulis,June,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elliottii,NA,NA,NA,3,823,Pinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. densa,Jan-Apr,NA,Sept-Nov,3,823,Pinus,NA,NA,NA,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. elliottii,Jan-Feb,NA,Oct,3,823,Pinus,NA,NA,NA,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
engelmannii,May,NA,Nov-Feb,3,823,Pinus,NA,NA,NA,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flexilis,June-July,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,"California, Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gerardiana,May-June,NA,Nov,3,823,Pinus,NA,NA,NA,"India, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glabra,Feb-Mar,NA,Oct-Nov,3,823,Pinus,NA,NA,NA,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halepensis,May-June,NA,Fall §,3,823,Pinus,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
heldreichii,May-July,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,"Italy, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jeffreyi,June-July,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kesiya,Jan-Mar,NA,Feb-Mar,3,823,Pinus,NA,NA,NA,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koraiensis,May-June,NA,Oct,3,823,Pinus,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lambertiana,June-July,NA,Aug-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
